category,level,n,mean_shap,std_shap,mean_abs_shap,label,low_sample
junction_control,-1,17689,0.005661664100770013,0.008317124603409776,0.0072495887145258755,-1,False
junction_control,2,4830,0.005208909769547447,0.011262045259539982,0.009548925042876489,Auto signal,False
junction_control,3,307,0.0017965794986396354,0.009567017864334745,0.007131922941497488,Stop sign,False
junction_control,4,18278,-0.0016844422780514174,0.009348929724969835,0.006315707949086574,Give way/uncontrolled,False
junction_control,1,193,-0.01555665098602925,0.012766529231828017,0.01670842983055428,Authorised person,True
junction_control,9,756,-0.23032569478039439,0.062073993118425735,0.23037802719983505,9,False
